time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
8.895020,0.1277,-0.2195,-0.2467,0.354
8.910915,0.2423,-0.2869,-0.5594,0.674
8.927764,0.3782,-0.2600,-0.6338,0.783
8.944862,0.4195,-0.2921,-0.6206,0.804
8.961331,0.2970,-0.4765,-0.7520,0.938
8.978456,0.2963,-0.2198,-0.5982,0.703
8.994779,0.4606,0.1875,-0.0908,0.506
9.011235,0.5028,0.4529,-0.1024,0.684
9.028217,0.6909,0.1866,-0.1883,0.740
9.044851,0.3328,-0.1156,-0.6598,0.748
9.062564,0.1163,-0.2201,-0.2939,0.385
9.078061,0.1287,0.0384,-0.3822,0.405
9.095228,0.3506,0.0605,-0.3238,0.481
9.111745,0.4493,-0.0839,-0.3079,0.551
9.128408,0.3352,0.0067,-0.5791,0.669
9.145823,0.2499,-0.0781,-0.2154,0.339
9.162613,0.2558,0.1331,0.0562,0.294
9.178358,0.2881,0.1815,0.1738,0.382
9.195491,0.4268,0.2316,0.0910,0.494
9.211835,0.3714,0.2638,-0.0687,0.461
9.229286,0.3176,0.2409,-0.0387,0.401
9.246216,0.1845,-0.0235,-0.1514,0.240
9.262266,0.0528,-0.3153,-0.2924,0.433
9.278809,-0.1468,-0.2771,-0.2449,0.398
9.296639,-0.2615,-0.1062,0.0183,0.283
9.312133,-0.2105,0.0455,-0.0468,0.220
9.329372,-0.1278,0.0081,-0.2574,0.288
9.346184,0.0035,-0.0161,-0.3872,0.388
9.363080,0.0679,0.0871,-0.3191,0.338
9.379941,-0.0317,0.2286,-0.0983,0.251
9.397167,-0.3041,0.2783,0.0181,0.413
9.414255,-0.4665,0.2598,0.0167,0.534
9.430523,-0.4948,0.1594,-0.2074,0.560
9.446225,-0.4034,0.1149,-0.1844,0.458
9.463284,-0.2677,0.2394,-0.1285,0.381
9.479952,-0.1025,0.2112,-0.4624,0.519
9.498330,0.2976,0.0475,-0.6388,0.706
9.513648,0.3672,0.0280,-0.5349,0.649
9.530082,0.0649,0.1315,-0.2559,0.295
9.546947,-0.2999,-0.1624,-0.1923,0.392
9.564333,-0.4687,-0.3436,-0.2580,0.636
9.581985,-0.1726,-0.1443,0.0742,0.237
9.597310,-0.0504,0.0252,-0.0117,0.058
9.614063,0.1155,0.0388,-0.2971,0.321
9.631111,0.4031,-0.0022,-0.6539,0.768
9.647429,0.5989,-0.1051,-0.7916,0.998
9.665255,0.5394,-0.0509,-0.4731,0.719
9.680702,0.1542,-0.0871,-0.3644,0.405
9.698078,-0.1155,-0.0977,-0.0884,0.175
9.714984,-0.2662,0.1431,0.1858,0.355
9.730840,-0.1742,0.2711,0.2420,0.403
9.747437,-0.0907,0.0597,-0.1284,0.168
9.765370,0.0018,-0.2371,-0.3935,0.459
9.780712,0.1483,-0.4210,-0.4641,0.644
9.796987,0.1377,-0.3674,-0.4408,0.590
9.814666,0.0567,-0.2485,-0.0839,0.268
9.830758,-0.0711,0.1722,0.2272,0.294
9.847115,-0.1118,0.4877,0.3064,0.587
9.864396,-0.1941,0.2145,0.0942,0.304
9.880495,-0.1212,-0.3337,0.1369,0.380
9.898499,-0.1314,-0.4512,-0.0814,0.477
9.914640,-0.1585,-0.2663,-0.2875,0.423
9.932164,-0.0476,-0.1925,-0.4694,0.510
9.948436,0.0564,-0.1910,-0.3643,0.415
9.965209,0.0977,0.0823,-0.0049,0.128
9.981499,-0.1266,0.3755,0.1346,0.418
9.998810,-0.3707,0.1329,-0.1162,0.411
10.015167,-0.2874,-0.1873,-0.4173,0.540
10.032196,-0.0464,-0.2522,-0.6831,0.730
10.048764,0.0209,-0.2862,-0.5866,0.653
10.065345,-0.0521,-0.1227,-0.7698,0.781
10.082885,0.0583,0.0211,-0.7764,0.779
10.099374,0.1698,0.0379,-0.8770,0.894
10.115342,0.2057,0.0108,-0.7872,0.814
10.133167,0.1749,0.2518,-0.5124,0.597
10.149747,0.0526,0.4220,-0.3428,0.546
10.166178,0.1566,0.4122,-0.3093,0.539
10.184437,0.3330,0.1434,-0.4065,0.545
10.199581,0.3694,-0.0144,-0.7345,0.822
10.216445,0.3006,0.1514,-0.6497,0.732
10.233124,0.1098,0.2698,-0.7654,0.819
10.249751,0.0492,-0.0699,-0.7963,0.801
10.267734,0.0613,-0.0741,-0.8349,0.840
10.282811,0.0981,0.1837,-0.6996,0.730
10.300397,0.1536,0.3223,-0.3382,0.492
10.316484,0.0178,0.1972,-0.2948,0.355
10.332576,-0.0982,-0.0124,-0.4599,0.470
10.349621,-0.0502,-0.0743,-0.3160,0.329
10.367296,-0.0058,0.1290,-0.0893,0.157
10.383272,-0.0857,0.2628,-0.0383,0.279
10.400074,0.0204,0.1295,-0.3141,0.340
10.417165,0.3253,-0.0169,-0.3266,0.461
10.433537,0.3098,-0.0214,-0.4512,0.548
10.450133,0.2217,0.0672,-0.2279,0.325
10.467384,0.0395,0.1368,-0.1093,0.180
10.483653,0.0145,0.0628,0.0578,0.087
10.500784,-0.0141,-0.0007,0.0206,0.025
10.518056,-0.0629,0.0374,-0.1278,0.147
10.534061,0.0964,-0.0733,0.0308,0.125
10.550854,0.0814,-0.0204,-0.0841,0.119
10.568663,0.1075,-0.1232,0.0026,0.164
10.584532,-0.0527,-0.1354,-0.0214,0.147
10.601423,-0.1008,-0.0249,-0.0034,0.104
10.617824,0.1022,-0.0280,0.0781,0.132
10.634658,0.1585,0.0813,-0.0661,0.190
10.651300,0.2203,0.0004,0.4359,0.488
10.668635,0.0131,0.0328,0.2111,0.214
10.684992,-0.0365,-0.0881,0.2126,0.233
10.706316,-0.0812,-0.0145,0.1117,0.139
10.718145,-0.0543,0.0451,0.1446,0.161
10.735040,-0.0754,-0.0006,0.0735,0.105
10.751344,-0.1563,0.0091,-0.0742,0.173
10.769134,-0.2898,-0.0524,0.0217,0.295
10.785950,-0.3161,-0.0571,0.1267,0.345
10.804539,-0.2367,-0.1569,-0.0201,0.285
10.818358,-0.1023,-0.1728,-0.1101,0.229
10.835048,-0.0238,-0.0995,-0.1255,0.162
10.851753,0.0829,-0.0688,-0.1016,0.148
10.868985,0.0167,-0.0892,-0.2402,0.257
10.885782,-0.0407,0.0723,-0.0510,0.097
10.902512,-0.1408,0.1913,0.1198,0.266
10.918828,-0.1467,0.1764,0.0768,0.242
10.936424,-0.0847,0.0238,-0.0789,0.118
10.953675,0.0447,-0.0947,-0.2444,0.266
10.969725,0.2575,-0.1856,-0.2482,0.403
10.986055,0.2991,-0.2685,-0.2855,0.493
11.003086,0.2526,-0.0990,-0.0108,0.272
11.020248,0.1319,-0.0422,0.2175,0.258
11.036122,0.0232,0.0527,0.0404,0.070
11.052468,-0.0018,-0.0981,0.0705,0.121
11.069533,0.0377,-0.0536,-0.0352,0.074
11.086572,0.1329,-0.0155,-0.0400,0.140
11.103360,0.1721,-0.0220,0.0175,0.174
11.119313,0.1348,0.0223,0.0026,0.137
11.135986,0.0010,0.0841,0.1162,0.143
11.152642,-0.1618,0.0155,0.2985,0.340
11.170036,-0.2446,0.0235,0.1406,0.283
11.186251,-0.1923,-0.0550,0.1032,0.225
11.203374,-0.1520,-0.0040,-0.0017,0.152
11.220277,-0.0221,0.0279,0.0461,0.058
11.236648,-0.0443,0.0270,-0.1301,0.140
11.253221,-0.0791,-0.0432,-0.0728,0.116
11.271496,-0.1186,0.0222,-0.0114,0.121
11.287121,-0.0972,0.0659,0.0267,0.120
11.303268,-0.0462,0.0730,-0.2023,0.220
11.320096,0.0890,0.0711,-0.0785,0.138
11.336867,0.1296,0.1224,-0.0600,0.188
11.353759,0.1184,0.0476,-0.0308,0.131
11.369963,0.0448,0.0957,-0.1601,0.192
11.388603,0.0231,0.0363,-0.0927,0.102
11.404081,0.0263,0.0217,-0.0068,0.035
11.421821,-0.0396,0.1399,0.0108,0.146
11.437887,-0.0571,0.1023,0.1254,0.172
11.453935,-0.1289,0.0725,-0.0032,0.148
11.471382,-0.1375,-0.0458,-0.0496,0.153
11.488297,-0.0686,-0.0969,-0.0775,0.142
11.505568,0.0111,-0.0056,-0.0596,0.061
11.522075,0.0614,0.1060,0.0537,0.134
11.537707,0.0347,0.2344,-0.0285,0.239
11.555023,0.0393,0.2024,-0.0286,0.208
11.571614,0.0127,-0.0541,-0.0166,0.058
11.588608,-0.1644,-0.2490,0.0186,0.299
11.607302,-0.2570,-0.1397,0.1656,0.336
11.621415,-0.1805,0.0113,0.1875,0.261
11.638598,-0.0513,0.1328,0.0768,0.162
11.654925,0.0752,0.1737,0.0673,0.201
11.672035,0.0591,0.0584,0.0728,0.110
11.688788,-0.0484,-0.0050,0.0544,0.073
11.706845,-0.1452,-0.0599,0.0168,0.158
11.721970,-0.1761,-0.2689,-0.1720,0.365
11.738474,-0.1112,-0.3190,-0.2336,0.411
11.754964,-0.0144,-0.0698,-0.1788,0.192
11.771733,0.0694,0.1246,0.0624,0.156
11.788492,0.1365,0.2088,0.1715,0.303
11.804856,0.1398,0.1374,0.1051,0.222
11.823268,0.1134,-0.0446,-0.0931,0.153
11.838615,-0.0192,-0.2384,-0.3205,0.400
11.855103,-0.1161,-0.3358,-0.3667,0.511
11.873255,0.0142,-0.1866,-0.2300,0.297
11.889285,0.1436,0.0405,-0.0656,0.163
11.906303,0.1827,0.2228,0.1188,0.312
11.924254,0.1451,0.2089,0.2287,0.342
11.939434,0.1011,-0.0324,0.0830,0.135
11.956258,0.0601,-0.5353,0.2449,0.592
11.973158,-0.1286,-0.3074,0.0855,0.344
11.989323,-0.1301,-0.2227,0.3999,0.476
12.008012,-0.1010,0.0690,0.2063,0.240
12.024342,0.0384,0.1806,0.1624,0.246
12.040068,0.0707,0.1253,-0.0281,0.147
12.056452,0.0804,-0.0552,-0.0262,0.101
12.073916,-0.0453,-0.1442,-0.0392,0.156
12.090106,-0.2169,-0.1079,-0.0393,0.245
12.106859,-0.2738,0.0057,-0.0113,0.274
12.123932,-0.2345,-0.0467,-0.0301,0.241
12.140975,-0.0556,0.0212,-0.1648,0.175
12.157512,0.0639,0.1208,-0.2130,0.253
12.174113,0.0625,0.1583,-0.1031,0.199
12.191259,0.1098,0.1777,-0.0220,0.210
12.207235,0.0987,0.0867,-0.0166,0.132
12.225045,0.0661,0.0132,-0.0018,0.067
12.240843,0.0360,-0.0130,-0.1256,0.131
12.257752,0.0358,-0.0481,-0.1583,0.169
12.273734,0.0436,-0.0628,-0.1725,0.189
12.290612,0.1433,-0.0682,-0.0057,0.159
12.307432,0.1909,0.0807,-0.0741,0.220
12.324294,0.2396,0.1375,0.0017,0.276
12.340579,0.1662,0.0797,0.0119,0.185
12.357205,0.0726,-0.0258,-0.1208,0.143
12.375504,-0.0508,-0.1211,-0.1291,0.184
12.391136,-0.1388,-0.0879,0.0848,0.185
12.409117,-0.1942,-0.0284,0.1317,0.236
12.424853,-0.2001,-0.0420,0.0700,0.216
12.441493,-0.0939,0.0494,0.0449,0.115
12.457834,0.0845,0.1852,0.1492,0.252
12.474421,0.0963,0.2044,0.0969,0.246
12.491479,0.0149,0.0507,0.0075,0.053
12.508388,-0.0434,-0.1719,0.0669,0.190
12.525037,-0.2022,-0.1141,-0.1436,0.273
12.541775,-0.1854,-0.1191,-0.1054,0.244
12.558138,-0.1119,0.0247,-0.0255,0.117
12.575154,0.0199,0.1547,0.1352,0.206
12.592408,-0.0007,0.1710,0.2118,0.272
12.608423,-0.0339,0.1043,0.1313,0.171
12.625399,0.0290,0.0106,0.0275,0.041
12.642060,0.0273,0.0162,-0.0058,0.032
12.658615,-0.0581,-0.0274,-0.2108,0.220
12.675673,-0.0484,-0.0876,-0.3004,0.317
12.692315,-0.0561,0.0244,-0.1251,0.139
12.709909,-0.0520,0.0727,0.0416,0.099
12.725805,0.0854,0.0651,0.0701,0.128
12.742554,0.1471,-0.0148,0.0227,0.150
12.758571,0.0648,-0.0135,0.0753,0.100
12.775405,0.0024,0.0050,0.0705,0.071
12.792553,0.0073,-0.0675,0.0566,0.088
12.809269,0.0050,-0.0445,-0.0299,0.054
12.826177,-0.1284,0.0166,-0.0259,0.132
12.842521,-0.2648,-0.0056,0.0316,0.267
12.859233,-0.2642,-0.0776,0.0802,0.287
12.876269,-0.1365,-0.1635,0.0188,0.214
12.892756,0.0991,-0.1996,-0.0045,0.223
12.910009,0.2100,-0.0623,0.0467,0.224
12.926784,0.1269,0.0576,0.1026,0.173
12.944270,0.0151,0.1385,0.1545,0.208
12.959180,-0.1182,0.0732,0.1744,0.223
12.976384,-0.1983,-0.0095,0.0844,0.216
12.992956,-0.1666,-0.1434,-0.0766,0.233
13.010470,-0.0903,-0.2845,-0.2468,0.387
13.026935,-0.0139,-0.1567,-0.2049,0.258
13.043449,0.0741,0.0704,-0.0398,0.110
13.059953,0.0945,0.0921,0.1221,0.180
13.077067,0.0481,0.0746,0.0982,0.132
13.094503,-0.0383,-0.0730,0.0188,0.085
13.110507,-0.0962,-0.1919,-0.0372,0.218
13.127619,-0.0368,-0.1381,-0.0280,0.146
13.144016,0.1225,0.0415,-0.0154,0.130
13.161284,0.1613,0.0891,-0.0634,0.195
13.177927,0.1336,0.1134,-0.0922,0.198
13.194592,0.0475,0.0507,-0.0252,0.074
13.211507,-0.0638,-0.0695,-0.0955,0.134
13.227975,0.0537,-0.0199,-0.1244,0.137
13.244757,0.2077,-0.0069,-0.1865,0.279
13.260398,0.3029,-0.0035,-0.2147,0.371
13.277468,0.2171,-0.0132,-0.0958,0.238
13.294995,-0.0145,-0.1241,0.0387,0.131
13.310572,-0.1824,-0.1148,0.0769,0.229
13.328545,-0.1867,0.0595,0.1229,0.231
13.345001,-0.0972,0.0208,0.3097,0.325
13.361641,-0.0956,0.1835,-0.0637,0.217
13.378679,-0.0471,-0.1026,-0.1182,0.163
13.395632,-0.0532,-0.1364,-0.2274,0.270
13.411862,-0.0538,-0.0702,-0.1419,0.167
13.429860,-0.0288,0.1189,0.0138,0.123
13.445523,0.0344,0.2052,0.1033,0.232
13.461625,0.1104,0.1214,0.2427,0.293
13.478534,0.0642,0.0783,0.1480,0.179
13.495993,0.0624,-0.1018,0.2927,0.316
13.512319,-0.1106,-0.0628,-0.0604,0.141
13.528573,-0.1099,-0.1010,-0.0692,0.164
13.546377,-0.1412,-0.0002,-0.0799,0.162
13.562258,-0.0570,0.1031,-0.0328,0.122
13.580345,0.0435,0.1805,-0.0526,0.193
13.596845,-0.0046,0.0999,-0.0327,0.105
13.612657,-0.0342,0.0204,-0.0270,0.048
13.631425,0.0105,0.0008,-0.0460,0.047
13.646614,-0.0226,-0.1034,-0.1215,0.161
13.663517,-0.0034,-0.1060,-0.1458,0.180
13.679226,-0.0779,-0.0452,-0.1274,0.156
13.695823,-0.0622,0.0195,0.0298,0.072
13.713674,-0.0167,0.1091,0.1003,0.149
13.732413,-0.0068,0.1568,0.0430,0.163
13.746363,-0.0019,0.1117,-0.0192,0.113
13.762624,0.0930,0.1006,-0.0665,0.152
13.779516,0.1993,0.1427,-0.0574,0.252
13.796412,0.1745,0.1369,0.0863,0.238
13.812704,0.0124,0.0819,0.0722,0.110
13.831799,0.0180,-0.0440,0.0066,0.048
13.847094,0.1015,-0.1808,0.0125,0.208
13.863592,-0.0154,-0.1108,-0.0643,0.129
13.880856,-0.0858,0.0570,0.1347,0.170
13.896725,-0.1917,0.0263,0.0819,0.210
13.914309,-0.1626,-0.0574,0.0448,0.178
13.930459,-0.0360,-0.0079,0.0873,0.095
13.947305,0.0466,0.0615,0.0149,0.079
13.964264,0.0614,-0.0255,-0.0509,0.084
13.981270,0.0634,-0.0670,-0.1892,0.211
13.997452,0.1021,-0.0194,-0.1087,0.150
14.014407,-0.0111,-0.0205,-0.0756,0.079
14.030834,-0.0329,-0.0612,0.0581,0.091
14.048092,-0.0170,0.0110,0.1101,0.112
14.064093,-0.0758,0.0368,0.1192,0.146
14.081038,-0.0006,0.0919,0.0044,0.092
14.098120,0.1689,-0.0640,-0.1661,0.245
14.115217,0.1842,-0.0505,-0.2948,0.351
14.131087,0.1568,0.0658,-0.0956,0.195
14.148757,0.1094,0.1570,-0.1059,0.219
14.165071,0.1363,0.0556,-0.1245,0.193
14.182622,0.1752,-0.0028,-0.1857,0.255
14.197981,0.1368,-0.0294,-0.1142,0.181
14.216311,0.0124,0.0670,-0.0486,0.084
14.231387,-0.0317,0.0912,-0.0724,0.121
14.249368,-0.0563,-0.0406,-0.2097,0.221
14.264377,-0.0082,-0.0833,-0.2851,0.297
14.281853,-0.0859,-0.0260,-0.3331,0.345
14.297697,0.0141,0.0810,-0.2046,0.220
14.315517,-0.0279,0.1171,-0.4289,0.445
14.331263,0.1046,0.0627,-0.5845,0.597
14.349397,0.1069,0.1239,-0.7223,0.741
14.365285,-0.0074,-0.0160,-0.9106,0.911
14.382556,0.0545,-0.0235,-0.8799,0.882
14.398740,-0.1094,-0.0080,-0.8547,0.862
14.415947,-0.2147,0.0731,-0.7107,0.746
14.434762,-0.1882,0.2438,-0.5770,0.654
14.449164,-0.2720,0.0527,-0.5027,0.574
14.465792,-0.0613,-0.0360,-0.4148,0.421
14.482311,0.0681,0.0028,-0.6528,0.656
14.499239,0.2240,0.0644,-0.6089,0.652
14.515980,0.1780,0.1204,-0.7083,0.740
14.535048,0.0477,0.0692,-0.7726,0.777
14.549475,-0.2211,-0.0740,-0.8973,0.927
14.565873,-0.5816,-0.2078,-0.9604,1.142
14.583360,-0.6717,-0.2887,-0.6283,0.964
14.599699,-0.5956,-0.0370,-0.4005,0.719
14.616400,-0.3570,0.2267,-0.6787,0.800
14.636961,0.0154,0.1234,-0.8247,0.834
14.651025,0.0176,0.0308,-1.1415,1.142
14.666623,-0.1968,-0.2075,-1.0652,1.103
14.683897,-0.3684,-0.3499,-0.6761,0.846
14.701137,-0.3673,0.0109,-0.6942,0.785
14.717249,-0.1884,0.1753,-0.3092,0.402
14.732883,-0.1508,0.2894,-0.0673,0.333
14.749749,-0.0252,0.1663,0.1052,0.198
14.766753,0.0522,0.0219,-0.3516,0.356
14.783401,0.1240,-0.1352,-0.4781,0.512
14.799802,0.0223,-0.0955,-0.6543,0.662
14.816632,0.0637,-0.2244,-0.6342,0.676
14.834342,0.1298,-0.2985,-0.4668,0.569
14.851609,0.2260,-0.2718,-0.4070,0.539
14.867065,0.1406,-0.1877,-0.7057,0.744
14.883943,0.2376,-0.0116,-0.6318,0.675
14.900343,0.1542,-0.1472,-0.7743,0.803
14.917877,-0.0888,-0.1351,-0.8269,0.843
14.934342,-0.2319,0.0340,-0.6512,0.692
14.950967,-0.2595,0.2604,-0.4764,0.602
14.968297,-0.1305,0.3041,-0.2099,0.392
14.984351,-0.1618,0.2002,-0.3282,0.417
15.001370,-0.0959,-0.0334,-0.2685,0.287
15.018291,0.0832,-0.0832,-0.0775,0.141
15.035237,0.0031,0.0939,-0.4846,0.494
15.051843,0.0319,-0.1044,-0.3542,0.371
15.068419,-0.1333,-0.1832,-0.5213,0.568
15.084977,0.0711,0.2760,-0.5599,0.628
15.101487,0.4599,0.3790,-0.3416,0.687
15.118959,0.8614,0.0873,-0.4543,0.978
15.135071,0.8072,-0.2882,-0.8033,1.175
15.153027,0.4279,-0.3956,-0.5565,0.806
15.168505,-0.2021,-0.1374,-0.1567,0.290
15.185072,-0.6045,0.1763,-0.0408,0.631
15.201741,-0.5368,0.3223,-0.0546,0.629
15.218683,0.0852,0.3047,-0.6016,0.680
15.234542,0.6499,-0.0533,-1.1624,1.333
15.252702,0.9271,-0.4624,-1.3012,1.663
15.268396,0.3317,-0.7737,-1.2114,1.475
15.284818,-0.2647,-0.5899,-0.4875,0.810
15.301991,-0.6647,-0.1902,-0.2448,0.733
15.318847,-0.5121,0.2746,0.0246,0.582
15.339495,-0.1352,0.3888,-0.1904,0.454
15.353414,0.4077,0.2408,-0.6403,0.796
15.369059,0.8055,-0.2130,-0.9268,1.246
15.386444,0.4750,-0.7338,-1.1301,1.429
15.402705,-0.0614,-0.7500,-0.7372,1.053
15.419920,-0.4011,-0.1608,-0.2750,0.512
15.440165,-0.2767,0.3828,0.0148,0.473
15.452916,-0.2022,0.1648,-0.4531,0.523
15.469218,0.3163,-0.3560,-0.4978,0.689
15.486581,0.4645,-0.2864,-0.9613,1.105
15.503057,0.4064,-0.4019,-0.6474,0.864
15.520476,0.1883,-0.2390,-0.5976,0.671
15.539073,-0.0213,-0.1581,-0.4559,0.483
15.553795,-0.1111,0.2732,-0.2887,0.413
15.569831,-0.1658,0.3542,-0.0707,0.397
15.587280,-0.3114,0.1677,-0.0726,0.361
15.603379,-0.3059,0.0148,-0.1176,0.328
15.620266,-0.4091,0.0333,-0.2511,0.481
15.637664,-0.5658,0.2598,-0.1725,0.646
15.653749,-0.6368,0.3011,0.0219,0.705
15.670452,-0.7323,0.1634,-0.0480,0.752
15.687258,-0.5056,0.0018,-0.1810,0.537
15.703672,-0.3385,0.0767,-0.2638,0.436
15.720706,-0.2329,-0.0172,-0.3442,0.416
15.737091,0.0766,-0.1924,-0.4366,0.483
15.753501,0.2394,-0.3270,-0.5274,0.665
15.769891,0.0242,-0.2708,-0.5800,0.641
15.787679,-0.0495,0.0219,-0.2670,0.272
15.803467,-0.2164,0.2166,-0.1683,0.349
15.820795,-0.3201,0.2139,-0.2744,0.473
15.837502,-0.2942,0.1067,-0.3467,0.467
15.854987,-0.0798,0.1492,-0.4202,0.453
15.871433,0.0278,0.0101,-0.6902,0.691
15.887646,-0.3757,-0.3176,-0.8815,1.009
15.904595,-0.5509,-0.0901,-0.3673,0.668
15.921427,-0.6363,0.3587,-0.0946,0.737
15.937755,-0.3436,0.6257,-0.1234,0.724
15.956587,0.0438,0.1465,-0.7364,0.752
15.971230,0.2763,-0.5176,-1.1452,1.287
15.988242,0.4068,-0.2491,-1.1320,1.228
16.005109,0.2949,-0.1917,-0.8026,0.876
16.022627,0.0351,-0.0498,-0.5123,0.516
16.038956,-0.0643,0.0475,-0.3118,0.322
16.055369,0.0656,0.1529,-0.5078,0.534
16.071733,0.2325,-0.1588,-0.7144,0.768
16.089806,0.3611,-0.4360,-0.7870,0.970
16.105577,0.4000,-0.6532,-0.8689,1.158
16.124412,0.4960,-0.4868,-0.7451,1.019
16.138666,0.3102,-0.2969,-0.5070,0.664
16.156099,0.0304,-0.1809,-0.3927,0.433
16.172278,0.0387,0.0787,-0.0372,0.095
16.189412,0.1156,0.1558,-0.0894,0.214
16.206397,0.3399,-0.1583,-0.5138,0.636
16.221930,0.5134,-0.8694,-0.8852,1.343
16.241070,0.3408,-0.8222,-0.5578,1.050
16.255514,0.1251,0.1831,0.0933,0.241
16.272484,-0.2532,0.7934,0.3547,0.905
16.289060,-0.3176,0.6369,0.2134,0.743
16.306117,-0.3127,-0.0650,-0.0135,0.320
16.322803,0.0769,-0.1551,0.2078,0.270
16.339917,0.1841,0.2234,0.2329,0.371
16.356466,0.0853,0.1995,0.1425,0.260
16.373059,-0.0562,-0.0605,-0.0418,0.093
16.390457,-0.3119,-0.4439,-0.1383,0.560
16.406368,-0.3103,-0.1191,0.2798,0.434
16.422847,-0.0390,0.3181,0.8168,0.877
16.439968,0.1809,0.1828,1.2345,1.261
16.457037,0.2724,-0.2889,0.6143,0.731
16.473500,0.2986,-0.7554,0.5518,0.982
16.489994,0.2536,-0.3744,0.6347,0.779
16.507671,0.0996,0.0994,1.0427,1.052
16.523721,-0.1706,0.3203,1.1307,1.187
16.540622,-0.1373,0.1836,0.9747,1.001
16.557522,-0.0871,-0.2386,0.9872,1.019
16.573369,-0.0887,-0.1644,1.1165,1.132
16.590903,0.2313,0.2687,1.4484,1.491
16.606988,0.2090,0.2786,1.2371,1.285
16.624470,0.1724,0.0900,0.8756,0.897
16.640999,-0.0140,0.0684,0.7683,0.771
16.658544,0.0867,0.1376,0.7625,0.780
16.673941,0.1077,0.2184,0.7144,0.755
16.690619,-0.1927,0.2822,0.8251,0.893
16.706989,-0.5385,0.4275,0.9200,1.149
16.724137,-0.6119,0.4868,1.0194,1.285
16.740814,0.0559,0.5820,1.7764,1.870
16.757610,0.0689,0.5138,1.4901,1.578
16.773779,-0.1555,0.1060,1.0827,1.099
16.790942,-0.5513,-0.3585,0.7568,1.003
16.807711,-0.6736,0.1152,0.7994,1.052
16.824562,-0.8003,0.6785,0.7364,1.282
16.843098,-0.3458,0.3128,1.1213,1.214
16.858601,-0.2471,-0.5291,0.6869,0.902
16.874985,-0.3428,-0.8212,0.6001,1.073
16.892045,-0.2206,-0.3500,0.7341,0.843
16.909478,0.0026,0.2394,1.3513,1.372
16.925352,0.0525,0.4571,0.9835,1.086
16.941563,-0.0250,0.1881,1.0080,1.026
16.959076,-0.0035,0.3494,0.9264,0.990
16.975484,0.0302,0.4075,1.5140,1.568
16.991976,0.1875,-0.0118,1.7333,1.743
17.008861,0.1812,-0.4086,1.0214,1.115
17.025884,0.2505,-0.4031,0.9626,1.073
17.044743,0.6634,-0.4080,0.8877,1.181
17.058996,0.4181,-0.1784,1.0816,1.173
17.075729,0.2112,0.2122,1.0542,1.096
17.093716,-0.1928,0.2884,1.0630,1.118
17.109824,0.0693,0.4476,1.0589,1.152
17.125956,0.0744,0.1122,0.9312,0.941
17.144624,0.0817,-0.2253,0.7673,0.804
17.161131,-0.0160,-0.1988,0.7338,0.760
17.176730,0.0919,0.4671,1.0323,1.137
17.192870,0.0700,0.9393,1.1076,1.454
17.209187,-0.0669,0.4070,0.5577,0.694
17.225752,0.0321,-0.4496,0.2073,0.496
17.243683,-0.0783,-0.7170,0.3010,0.782
17.259386,-0.0987,0.0200,0.5470,0.556
17.275899,0.0139,0.4904,0.4514,0.667
17.292829,0.0877,0.1464,0.6203,0.643
17.310870,0.0245,0.1844,0.5100,0.543
17.327454,-0.0433,0.0696,0.5876,0.593
17.343959,0.1029,0.1280,0.7780,0.795
17.360247,0.1990,0.5056,0.7647,0.938
17.377228,0.1288,0.1528,0.5283,0.565
17.393764,0.1758,-0.4219,0.3851,0.598
17.410782,0.0578,-0.0980,0.3828,0.399
17.427485,-0.0781,0.5083,0.8976,1.034
17.444639,-0.2151,0.8372,1.3614,1.613
17.461938,0.1309,1.3675,3.4546,3.718
17.546376,0.4744,-0.7697,-0.5692,1.068
17.561038,0.4367,-0.4955,0.6255,0.910
17.577904,0.2180,-0.0359,-0.7483,0.780
17.594583,-0.4872,0.2806,0.2987,0.637
17.610957,0.1822,-0.1617,-0.0500,0.249
17.627813,0.0264,0.1612,-0.2055,0.262
17.644505,0.0356,-0.0311,0.0823,0.095
17.662927,-0.0495,-0.0468,0.1062,0.126
17.678364,-0.1407,-0.0955,0.1260,0.212
17.694178,-0.1412,-0.0840,-0.1318,0.211
17.711048,0.0526,-0.1226,-0.0696,0.150
17.730324,0.1951,0.2157,-0.8503,0.899
17.744351,-0.1081,0.2343,-0.1970,0.325
17.761776,0.0310,0.0642,0.0716,0.101
17.777913,0.0115,-0.0033,0.0058,0.013
17.795615,-0.0028,-0.0368,0.0058,0.037
17.811861,-0.0078,-0.0128,0.0010,0.015
17.828038,0.0018,-0.0032,-0.0086,0.009
17.845939,-0.0078,0.0065,-0.0134,0.017
17.861987,-0.0126,-0.0030,-0.0086,0.016
17.878413,-0.0127,-0.0031,-0.0134,0.019
17.894846,-0.0079,-0.0032,-0.0086,0.012
17.911451,-0.0079,-0.0031,-0.0134,0.016
17.930217,-0.0126,0.0016,-0.0134,0.018
17.947950,-0.0078,0.0015,-0.0086,0.012
17.963179,-0.0126,-0.0080,-0.0038,0.015
17.980712,-0.0126,0.0015,-0.0038,0.013
17.996591,-0.0079,-0.0127,-0.0038,0.015
18.013187,-0.0078,0.0017,-0.0086,0.012
18.030822,-0.0078,0.0017,-0.0038,0.009
18.046648,-0.0128,0.0017,-0.0134,0.019
18.063596,-0.0081,-0.0031,-0.0086,0.012
