time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.006494,0.0012,-0.0004,-0.0486,0.049
0.007284,-0.0038,0.0002,-0.0390,0.039
0.024191,-0.0039,-0.0046,-0.0486,0.049
0.040632,0.0057,0.0002,-0.0438,0.044
0.057899,0.0057,0.0002,-0.0486,0.049
0.074240,-0.0038,0.0002,-0.0438,0.044
0.091991,0.0011,0.0002,-0.0390,0.039
0.107556,0.0011,0.0002,-0.0438,0.044
0.124908,0.0011,0.0002,-0.0486,0.049
0.141200,-0.0036,0.0002,-0.0438,0.044
0.158023,0.0012,-0.0047,-0.0438,0.044
0.174496,-0.0037,-0.0047,-0.0486,0.049
0.190772,0.0011,0.0001,-0.0486,0.049
0.207773,0.0011,0.0001,-0.0486,0.049
0.224408,0.0011,-0.0006,-0.0486,0.049
0.241127,0.0011,-0.0048,-0.0390,0.039
0.257929,0.0011,-0.0101,-0.0486,0.050
0.274870,0.0010,0.0001,-0.0438,0.044
0.291791,-0.0038,-0.0096,-0.0438,0.045
0.308573,0.0010,0.0001,-0.0438,0.044
0.325181,0.0009,-0.0046,-0.0438,0.044
0.342344,0.0009,0.0043,-0.0486,0.049
0.358810,-0.0039,-0.0046,-0.0486,0.049
0.375327,0.0009,-0.0045,-0.0438,0.044
0.392193,0.0008,-0.0046,-0.0486,0.049
0.409030,-0.0039,0.0001,-0.0486,0.049
0.425582,0.0015,-0.0001,-0.0438,0.044
0.442589,-0.0034,-0.0049,-0.0390,0.039
0.458863,-0.0034,-0.0048,-0.0390,0.039
0.476386,0.0015,-0.0001,-0.0438,0.044
0.492446,0.0008,-0.0049,-0.0438,0.044
0.512082,-0.0039,-0.0050,-0.0438,0.044
0.525847,-0.0039,-0.0050,-0.0438,0.044
0.543183,0.0009,-0.0008,-0.0486,0.049
0.559474,0.0014,-0.0051,-0.0438,0.044
0.576763,0.0015,-0.0051,-0.0438,0.044
0.592717,0.0057,-0.0052,-0.0486,0.049
0.609554,0.0010,0.0042,-0.0486,0.049
0.626430,-0.0038,-0.0006,-0.0486,0.049
0.643102,-0.0038,-0.0005,-0.0534,0.054
0.660021,0.0011,-0.0005,-0.0390,0.039
0.676144,0.0011,-0.0053,-0.0438,0.044
0.693073,-0.0036,-0.0005,-0.0438,0.044
0.710018,0.0011,-0.0005,-0.0390,0.039
0.726631,0.0011,-0.0053,-0.0486,0.049
0.743299,-0.0037,-0.0005,-0.0438,0.044
0.761347,-0.0038,-0.0052,-0.0486,0.049
0.776844,-0.0037,-0.0004,-0.0438,0.044
0.793753,0.0011,-0.0051,-0.0438,0.044
0.810478,-0.0036,-0.0003,-0.0438,0.044
0.827080,0.0018,-0.0050,-0.0438,0.044
0.843817,0.0018,-0.0050,-0.0390,0.039
0.862460,0.0019,-0.0050,-0.0342,0.035
0.877689,0.0019,-0.0002,-0.0486,0.049
0.894428,0.0061,-0.0056,-0.0486,0.049
0.910839,0.0013,-0.0056,-0.0438,0.044
0.927700,0.0013,-0.0057,-0.0438,0.044
0.944378,0.0013,-0.0010,-0.0486,0.049
0.961294,0.0061,-0.0004,-0.0438,0.044
0.979267,0.0014,-0.0003,-0.0486,0.049
0.994379,0.0014,-0.0003,-0.0390,0.039
1.011351,0.0014,-0.0050,-0.0438,0.044
1.028572,0.0021,-0.0098,-0.0486,0.050
1.044397,0.0069,-0.0003,-0.0438,0.044
1.062087,0.0020,-0.0003,-0.0390,0.039
1.078476,0.0021,-0.0004,-0.0438,0.044
1.095276,0.0014,-0.0003,-0.0438,0.044
1.111579,0.0014,-0.0003,-0.0486,0.049
1.128518,-0.0034,-0.0056,-0.0486,0.049
1.145104,0.0014,-0.0002,-0.0438,0.044
1.161994,-0.0032,-0.0051,-0.0438,0.044
1.178192,0.0014,-0.0051,-0.0390,0.039
1.195282,0.0014,-0.0003,-0.0438,0.044
1.211698,0.0014,-0.0051,-0.0390,0.039
1.228650,0.0015,-0.0051,-0.0438,0.044
1.245601,0.0015,-0.0004,-0.0486,0.049
1.265720,-0.0034,-0.0053,-0.0438,0.044
1.279081,0.0014,0.0043,-0.0390,0.039
1.295559,-0.0028,-0.0053,-0.0438,0.044
1.312378,0.0015,-0.0005,-0.0486,0.049
1.329410,0.0015,-0.0005,-0.0486,0.049
1.346473,0.0016,-0.0005,-0.0438,0.044
1.363154,0.0017,-0.0006,-0.0486,0.049
1.379326,-0.0031,-0.0006,-0.0438,0.044
1.397536,-0.0029,-0.0005,-0.0438,0.044
1.413053,0.0020,-0.0006,-0.0486,0.049
1.429636,0.0020,-0.0005,-0.0390,0.039
1.446933,0.0020,-0.0006,-0.0390,0.039
1.462890,-0.0028,-0.0005,-0.0438,0.044
1.480283,0.0019,-0.0005,-0.0486,0.049
1.496307,0.0018,0.0041,-0.0486,0.049
1.513510,-0.0030,-0.0008,-0.0390,0.039
1.529957,-0.0030,-0.0103,-0.0438,0.045
1.546952,0.0017,-0.0007,-0.0390,0.039
1.563711,0.0064,0.0042,-0.0438,0.044
1.580124,0.0023,-0.0054,-0.0438,0.044
1.597434,0.0023,-0.0054,-0.0438,0.044
1.613707,-0.0024,-0.0006,-0.0390,0.039
1.630485,-0.0031,-0.0006,-0.0438,0.044
1.647992,-0.0077,-0.0054,-0.0486,0.049
1.667129,-0.0030,-0.0054,-0.0438,0.044
1.680361,0.0017,-0.0006,-0.0438,0.044
1.697036,-0.0024,-0.0007,-0.0438,0.044
1.713529,0.0017,0.0041,-0.0438,0.044
1.730198,-0.0025,-0.0007,-0.0438,0.044
1.746825,-0.0027,0.0041,-0.0390,0.039
1.766350,0.0015,-0.0007,-0.0390,0.039
1.780751,0.0062,-0.0056,-0.0438,0.045
1.797599,-0.0034,-0.0008,-0.0438,0.044
1.814697,0.0014,-0.0055,-0.0390,0.039
1.831190,0.0015,-0.0006,-0.0486,0.049
1.847818,0.0016,0.0042,-0.0390,0.039
1.865942,-0.0032,-0.0006,-0.0486,0.049
1.881512,-0.0032,-0.0053,-0.0438,0.044
1.899033,0.0016,-0.0101,-0.0390,0.040
1.914750,0.0016,0.0043,-0.0438,0.044
1.931903,-0.0032,-0.0099,-0.0438,0.045
1.948454,0.0065,-0.0052,-0.0390,0.040
1.965106,-0.0031,-0.0052,-0.0438,0.044
1.981585,0.0017,-0.0010,-0.0486,0.049
1.998877,0.0016,-0.0106,-0.0486,0.050
2.015327,-0.0032,-0.0009,-0.0486,0.049
2.032429,-0.0031,-0.0009,-0.0438,0.044
2.049329,0.0018,-0.0009,-0.0486,0.049
2.065700,0.0018,0.0039,-0.0438,0.044
2.082208,0.0018,-0.0050,-0.0390,0.039
2.098964,0.0017,-0.0003,-0.0390,0.039
2.115585,0.0063,-0.0003,-0.0438,0.044
2.132244,-0.0033,-0.0005,-0.0438,0.044
2.149163,-0.0032,-0.0004,-0.0438,0.044
2.165149,0.0016,0.0044,-0.0390,0.039
2.182072,0.0017,-0.0058,-0.0486,0.049
2.198646,0.0063,-0.0010,-0.0486,0.049
2.215395,0.0015,-0.0004,-0.0390,0.039
2.232323,0.0062,-0.0003,-0.0438,0.044
2.248991,0.0014,-0.0003,-0.0438,0.044
2.266043,-0.0032,-0.0050,-0.0486,0.049
2.283376,0.0063,-0.0050,-0.0486,0.049
2.300068,-0.0033,-0.0055,-0.0486,0.049
2.316317,0.0014,-0.0000,-0.0438,0.044
2.332879,0.0015,0.0048,-0.0438,0.044
2.349744,0.0015,-0.0002,-0.0438,0.044
2.366629,0.0014,-0.0001,-0.0438,0.044
2.384147,0.0014,-0.0003,-0.0390,0.039
2.399904,-0.0034,-0.0050,-0.0438,0.044
2.416941,0.0063,-0.0049,-0.0438,0.045
2.433730,-0.0033,-0.0103,-0.0486,0.050
2.450217,0.0016,-0.0050,-0.0438,0.044
2.468017,0.0015,-0.0002,-0.0438,0.044
2.483976,0.0014,-0.0001,-0.0438,0.044
2.500269,0.0015,-0.0049,-0.0486,0.049
2.517051,-0.0034,-0.0049,-0.0486,0.049
2.534920,0.0016,-0.0002,-0.0438,0.044
2.550783,0.0017,-0.0049,-0.0390,0.039
2.571403,-0.0024,-0.0002,-0.0534,0.053
2.584620,0.0023,-0.0001,-0.0486,0.049
2.600549,0.0022,-0.0001,-0.0486,0.049
2.618169,0.0022,-0.0001,-0.0438,0.044
2.634114,-0.0031,-0.0101,-0.0438,0.045
2.650373,0.0017,-0.0006,-0.0486,0.049
2.669371,0.0019,-0.0053,-0.0438,0.044
2.683975,0.0019,-0.0005,-0.0438,0.044
2.700765,-0.0028,-0.0051,-0.0486,0.049
2.717469,-0.0029,-0.0045,-0.0390,0.039
2.734236,0.0020,-0.0044,-0.0438,0.044
2.751449,0.0067,0.0002,-0.0438,0.044
2.768641,0.0019,-0.0046,-0.0438,0.044
2.785267,-0.0029,-0.0046,-0.0438,0.044
2.801713,0.0019,-0.0047,-0.0390,0.039
2.818747,0.0019,0.0002,-0.0390,0.039
2.835411,-0.0029,-0.0003,-0.0486,0.049
2.851733,0.0067,0.0003,-0.0438,0.044
2.868642,0.0020,0.0003,-0.0438,0.044
2.885208,0.0019,-0.0051,-0.0486,0.049
2.901954,0.0020,-0.0044,-0.0390,0.039
2.918698,0.0020,-0.0044,-0.0438,0.044
2.935188,-0.0027,-0.0044,-0.0390,0.039
2.954118,0.0020,-0.0045,-0.0438,0.044
2.969168,0.0020,-0.0045,-0.0486,0.049
2.985514,0.0020,0.0003,-0.0438,0.044
3.002048,0.0021,0.0002,-0.0486,0.049
3.018876,0.0023,0.0002,-0.0438,0.044
3.035633,0.0024,0.0002,-0.0486,0.049
3.052363,0.0024,-0.0045,-0.0486,0.049
3.069036,0.0024,0.0003,-0.0438,0.044
3.085939,0.0025,0.0002,-0.0438,0.044
3.102661,0.0073,-0.0004,-0.0438,0.044
3.119457,-0.0023,-0.0051,-0.0486,0.049
3.136092,-0.0023,-0.0005,-0.0438,0.044
3.152472,-0.0021,-0.0052,-0.0486,0.049
3.169206,0.0073,0.0002,-0.0438,0.044
3.185853,0.0026,-0.0005,-0.0582,0.058
3.202822,0.0026,-0.0095,-0.0438,0.045
3.219362,0.0025,0.0001,-0.0390,0.039
3.236149,0.0025,0.0001,-0.0486,0.049
3.253170,-0.0022,0.0048,-0.0390,0.039
3.270219,-0.0022,-0.0001,-0.0438,0.044
3.287359,0.0024,-0.0048,-0.0390,0.039
3.303385,-0.0065,-0.0001,-0.0486,0.049
3.321048,0.0031,-0.0001,-0.0438,0.044
3.337088,0.0033,-0.0049,-0.0438,0.044
3.354302,0.0034,-0.0049,-0.0390,0.039
3.370463,-0.0021,-0.0096,-0.0390,0.040
3.387393,-0.0021,0.0000,-0.0438,0.044
3.403839,0.0075,0.0001,-0.0438,0.044
3.421491,-0.0020,0.0000,-0.0438,0.044
3.437520,-0.0019,-0.0048,-0.0438,0.044
3.454250,0.0027,0.0048,-0.0390,0.039
3.470923,0.0028,0.0001,-0.0486,0.049
3.487467,0.0028,0.0002,-0.0486,0.049
3.504629,0.0076,-0.0045,-0.0438,0.045
3.520970,0.0075,-0.0045,-0.0438,0.045
3.537601,-0.0021,-0.0002,-0.0486,0.049
3.554980,0.0028,0.0004,-0.0438,0.044
3.571664,0.0029,0.0004,-0.0390,0.039
3.587722,0.0028,-0.0003,-0.0486,0.049
3.604668,-0.0020,0.0003,-0.0438,0.044
3.621496,0.0028,-0.0050,-0.0486,0.049
3.637946,-0.0068,-0.0049,-0.0486,0.049
3.654502,0.0027,-0.0043,-0.0438,0.044
3.671439,0.0075,0.0005,-0.0438,0.044
3.688069,0.0027,0.0053,-0.0438,0.044
3.704901,0.0027,0.0006,-0.0342,0.034
3.721293,0.0026,0.0006,-0.0390,0.039
3.738941,0.0026,0.0006,-0.0486,0.049
3.755450,0.0027,-0.0042,-0.0486,0.049
3.773472,-0.0022,0.0005,-0.0438,0.044
3.788873,0.0075,0.0052,-0.0390,0.040
3.806205,0.0027,0.0003,-0.0438,0.044
3.822329,-0.0021,0.0003,-0.0438,0.044
3.838707,-0.0068,-0.0045,-0.0486,0.049
3.855338,-0.0020,0.0003,-0.0438,0.044
3.872055,-0.0068,0.0002,-0.0486,0.049
3.889022,0.0027,-0.0045,-0.0438,0.044
3.905655,0.0027,0.0004,-0.0438,0.044
3.922484,-0.0020,-0.0044,-0.0438,0.044
3.939052,-0.0020,-0.0045,-0.0390,0.039
3.959169,-0.0020,0.0003,-0.0438,0.044
3.973208,0.0028,0.0003,-0.0390,0.039
3.989275,0.0075,-0.0051,-0.0438,0.045
4.005987,0.0026,-0.0004,-0.0438,0.044
4.022920,-0.0022,-0.0004,-0.0438,0.044
4.039436,-0.0022,-0.0052,-0.0438,0.044
4.057248,-0.0021,-0.0046,-0.0390,0.039
4.072846,0.0027,-0.0052,-0.0438,0.044
4.090047,0.0026,-0.0003,-0.0438,0.044
4.106542,-0.0016,0.0003,-0.0438,0.044
4.123305,0.0032,-0.0046,-0.0438,0.044
4.139294,0.0033,0.0002,-0.0438,0.044
4.156723,-0.0014,0.0002,-0.0390,0.039
4.172905,0.0029,-0.0046,-0.0438,0.044
4.189905,0.0078,0.0003,-0.0438,0.044
4.206880,0.0078,-0.0044,-0.0438,0.045
4.223329,0.0029,0.0003,-0.0438,0.044
4.240257,0.0029,-0.0044,-0.0438,0.044
4.257295,0.0030,-0.0044,-0.0486,0.049
4.273514,0.0029,-0.0043,-0.0390,0.039
4.290415,-0.0019,0.0003,-0.0438,0.044
4.307244,0.0029,-0.0044,-0.0438,0.044
4.323851,-0.0018,-0.0044,-0.0438,0.044
4.340686,0.0030,0.0004,-0.0438,0.044
4.357248,0.0030,0.0004,-0.0438,0.044
4.374535,0.0030,0.0004,-0.0534,0.053
4.390817,0.0031,-0.0043,-0.0342,0.035
4.407441,0.0029,-0.0044,-0.0486,0.049
4.424559,0.0029,0.0003,-0.0438,0.044
4.442243,0.0029,-0.0045,-0.0342,0.035
4.458138,0.0029,0.0001,-0.0438,0.044
4.474729,0.0028,0.0002,-0.0438,0.044
4.491346,-0.0068,-0.0047,-0.0390,0.040
4.508204,0.0033,-0.0046,-0.0438,0.044
4.524679,0.0033,-0.0046,-0.0438,0.044
4.541687,0.0034,-0.0046,-0.0438,0.044
4.559076,0.0034,-0.0046,-0.0390,0.039
4.575196,0.0028,0.0003,-0.0390,0.039
4.591549,0.0029,0.0045,-0.0486,0.049
4.608205,0.0028,-0.0045,-0.0390,0.039
4.624475,0.0029,0.0003,-0.0390,0.039
4.641458,0.0029,0.0051,-0.0486,0.049
4.658193,0.0029,0.0050,-0.0438,0.044
4.675277,0.0030,0.0049,-0.0438,0.044
4.691363,0.0079,-0.0047,-0.0438,0.045
4.708285,0.0032,0.0043,-0.0486,0.049
4.725663,0.0032,0.0001,-0.0390,0.039
4.742916,-0.0114,0.0044,-0.0534,0.055
4.758870,-0.0869,0.0274,-0.1204,0.151
4.775929,-0.1037,0.0519,0.0417,0.123
4.792769,0.1055,-0.0330,0.1237,0.166
4.809452,0.1179,-0.0640,-0.2196,0.257
4.825847,0.0319,0.0034,-0.0581,0.066
4.842507,-0.0024,-0.0113,-0.0868,0.088
4.860957,0.0148,-0.0011,0.0041,0.015
4.876342,-0.0206,0.0036,-0.0294,0.036
4.893135,0.0027,-0.0011,-0.0390,0.039
4.909491,-0.0024,-0.0012,-0.0390,0.039
4.927937,0.0023,-0.0012,-0.0438,0.044
4.943472,0.0109,-0.0020,-0.0677,0.069
4.959997,-0.0010,0.0026,-0.0533,0.053
4.976787,-0.0082,0.0029,-0.0486,0.049
4.993145,-0.0012,0.0075,-0.0294,0.030
5.009728,0.0034,-0.0021,-0.0199,0.020
5.026797,0.0034,-0.0027,-0.0534,0.054
5.043227,0.0026,-0.0074,-0.0677,0.068
5.060707,0.0007,-0.0069,-0.0438,0.044
5.076784,0.0038,0.0023,-0.0438,0.044
5.093825,0.0027,-0.0025,-0.0438,0.044
5.110767,0.0125,-0.0074,-0.0247,0.029
5.127439,0.0279,-0.0312,-0.0247,0.049
5.143571,-0.0086,0.0122,-0.0390,0.042
5.160431,-0.0171,0.0213,-0.0677,0.073
5.176763,-0.0078,0.0069,-0.0581,0.059
5.193832,-0.0048,0.0210,-0.0917,0.094
5.210076,0.0066,0.0436,-0.1730,0.179
5.227585,0.0184,0.0530,-0.0300,0.064
5.244295,0.0317,-0.0699,0.1907,0.206
5.261005,-0.0489,-0.0338,-0.1006,0.117
5.277991,0.0246,-0.0475,-0.0103,0.054
5.294443,0.0780,-0.0846,0.0429,0.123
5.311242,0.1100,-0.1465,-0.0091,0.183
5.327619,0.0115,-0.2080,-0.0899,0.227
5.344672,0.0504,-0.2458,-0.1324,0.284
5.360946,0.0263,0.1752,-0.0456,0.183
5.378344,-0.1504,0.5515,-0.0821,0.578
5.394510,0.0061,0.0733,-0.1018,0.126
5.411316,0.0876,0.1207,-0.0641,0.162
5.428595,0.0969,0.0588,0.0082,0.114
5.445595,0.0794,-0.0273,-0.0151,0.085
5.461671,0.1603,0.0295,-0.0540,0.172
5.478750,0.2206,0.1097,-0.0115,0.247
5.495175,0.0215,-0.0249,-0.0294,0.044
5.512364,-0.4024,-0.2547,-0.0228,0.477
5.528917,-0.3355,-0.1104,-0.0623,0.359
5.545257,0.2850,0.2538,-0.0653,0.387
5.562167,0.2572,0.6536,-0.0497,0.704
5.579052,-0.0075,0.3616,-0.0323,0.363
5.595411,-0.1105,0.1173,-0.0688,0.175
5.611821,-0.0486,-0.0349,-0.0006,0.060
5.628656,0.0298,-0.4049,0.0598,0.410
5.645963,-0.1887,-0.8452,0.0777,0.869
5.661977,0.0701,-0.4317,0.0124,0.438
5.678569,0.0320,0.0700,-0.0349,0.084
5.695867,-0.4287,0.3945,-0.2240,0.624
5.712780,-0.2649,0.2321,-0.1798,0.395
5.729372,-0.2803,0.3617,-0.0183,0.458
5.746010,0.1196,-0.1305,0.0672,0.189
5.763031,0.0435,-0.6569,0.0713,0.662
5.780543,-0.0100,-0.6688,0.4822,0.825
5.796955,0.2294,-0.5226,0.6380,0.856
5.812694,0.6599,-0.0417,0.5010,0.830
5.829704,0.1717,0.3324,-0.1213,0.393
5.846623,-0.4500,-0.6205,-0.0258,0.767
5.864806,-0.8911,-0.9044,-0.0309,1.270
5.879904,-0.6981,-0.1684,0.7098,1.010
5.897380,-0.0635,0.5238,1.0226,1.151
5.913391,0.5003,0.8279,1.5253,1.806
5.930059,0.7618,0.8650,1.8000,2.137
5.946701,0.3593,0.4068,1.5314,1.625
5.963860,0.0595,0.2921,1.3662,1.398
5.980237,-0.2759,0.2102,1.4549,1.496
5.997085,-0.5990,0.3771,1.4382,1.603
6.013384,0.2412,-0.0611,0.9842,1.015
6.030448,0.2989,-0.4467,0.9010,1.049
6.047144,-0.1879,-0.1041,0.7386,0.769
6.064492,-0.2064,0.0575,0.8502,0.877
6.080706,-0.4286,0.3078,1.1042,1.224
6.097820,-0.1908,-0.0795,0.7536,0.781
6.114105,-0.2244,-0.3792,0.4695,0.644
6.130334,-0.2201,-0.2481,0.2005,0.388
6.147044,0.0195,0.0347,0.0591,0.071
6.164297,0.1955,0.3361,0.1996,0.437
6.180886,0.0369,0.4778,0.3557,0.597
6.197915,0.0976,0.4655,0.3220,0.574
6.214557,-0.1380,0.3187,0.2422,0.423
6.231271,-0.2058,0.1301,0.0092,0.244
6.248679,-0.1845,-0.0068,-0.1423,0.233
6.264491,-0.2663,-0.0596,-0.1952,0.335
6.281944,0.0295,-0.0773,-0.2001,0.217
6.298216,0.0784,0.0317,-0.0961,0.128
6.315511,-0.0241,0.2480,0.0547,0.255
6.331989,-0.0652,0.2347,0.0164,0.244
6.348341,0.1416,0.0342,-0.0917,0.172
6.365360,0.3953,-0.3822,-0.3458,0.650
6.382060,0.0390,-0.5039,-0.1633,0.531
6.398647,-0.2220,-0.2047,-0.0084,0.302
6.415576,-0.1097,-0.1703,0.1441,0.249
6.432056,-0.0335,-0.0923,0.3248,0.339
6.449002,0.0740,0.0692,0.2949,0.312
6.465287,0.1656,0.0364,0.3428,0.382
6.482305,0.1037,-0.2256,0.1020,0.268
6.498933,-0.0325,-0.5503,-0.0096,0.551
6.515912,-0.0911,-0.4010,0.1323,0.432
6.532815,0.1446,-0.0416,0.2196,0.266
6.549506,0.1835,0.2373,0.5275,0.607
6.566104,0.0591,0.4022,0.7213,0.828
6.584229,-0.1631,0.3524,0.8411,0.926
6.599213,-0.2283,0.1356,0.7578,0.803
6.615423,-0.0876,-0.2433,0.5990,0.652
6.632742,-0.0852,-0.4956,0.3150,0.593
6.649295,-0.0990,-0.5860,0.2684,0.652
6.666189,-0.1418,-0.4839,0.1192,0.518
6.682831,-0.1086,-0.2034,0.2643,0.351
6.699845,-0.1236,0.1747,0.3856,0.441
6.716287,0.0846,0.3369,0.3798,0.515
6.733324,0.2082,0.0147,0.3160,0.379
6.749488,0.1954,-0.3189,0.2288,0.438
6.767684,0.1035,-0.3218,0.3765,0.506
6.783750,0.1574,-0.1449,0.3944,0.449
6.800465,0.0940,0.1449,0.3968,0.433
6.816947,0.0923,0.5273,0.3127,0.620
6.834128,0.0272,0.4770,0.1748,0.509
6.850394,-0.1770,0.1240,0.0304,0.218
6.867048,-0.3573,-0.2419,0.0004,0.432
6.883805,-0.3044,-0.4551,-0.1976,0.582
6.902410,0.0328,-0.5791,-0.2057,0.615
6.917258,0.2154,-0.4272,-0.1878,0.514
6.934138,0.2581,-0.2171,-0.1132,0.356
6.950624,0.1950,0.1040,0.1749,0.282
6.967913,0.0976,0.3950,0.1678,0.440
6.984466,0.2111,0.2046,0.1554,0.333
7.001896,0.2351,-0.0823,-0.0758,0.260
7.017533,0.2259,-0.3918,-0.1874,0.490
7.034839,0.2455,-0.5572,-0.2244,0.649
7.051438,0.1417,-0.3182,-0.2407,0.423
7.067860,0.0034,-0.0921,-0.0951,0.132
7.084403,0.0825,0.1747,0.0596,0.202
7.100695,0.0491,0.4157,0.1485,0.444
7.118000,0.0337,0.4384,0.0862,0.448
7.134543,0.0150,0.1919,0.0399,0.197
7.150886,-0.0367,0.1054,-0.1028,0.152
7.168263,0.1113,-0.0705,-0.2263,0.262
7.184512,0.2196,-0.0643,-0.2219,0.319
7.201487,0.2201,0.0604,-0.2376,0.329
7.218943,0.1443,0.1674,-0.2335,0.321
7.235057,0.0701,0.1083,-0.2472,0.279
7.251973,0.0802,0.0070,-0.1317,0.154
7.268800,0.0183,-0.0608,-0.0406,0.075
7.285551,0.0168,-0.0916,-0.0071,0.093
7.302533,0.1272,0.0415,-0.2518,0.285
7.319001,0.0878,0.0777,-0.1520,0.192
7.335256,0.0038,0.0421,-0.1372,0.144
7.352285,-0.1253,0.1016,0.0147,0.162
7.368946,-0.1559,0.1334,0.0148,0.206
7.386009,-0.1420,0.1092,0.1249,0.218
7.402493,-0.1090,-0.0555,0.1978,0.233
7.419313,-0.1491,-0.2055,0.1367,0.288
7.435882,-0.0860,-0.1963,-0.0925,0.233
7.453176,-0.1192,-0.1739,-0.2596,0.334
7.469549,-0.2584,-0.1528,-0.2269,0.376
7.486426,-0.2449,0.0260,-0.0324,0.248
7.502944,0.0195,0.2441,-0.2201,0.329
7.519502,-0.0328,-0.0412,-0.2464,0.252
7.536145,-0.0444,-0.2264,-0.1210,0.260
7.552814,-0.1678,-0.1936,-0.0739,0.267
7.570049,-0.1479,-0.2271,0.0074,0.271
7.586177,0.0014,0.0234,-0.0230,0.033
7.602509,0.0682,0.3091,-0.0826,0.327
7.619357,0.2223,0.2278,0.0851,0.329
7.636432,0.1584,0.0309,0.1779,0.240
7.652821,0.0322,-0.1545,0.0312,0.161
7.671655,-0.0263,-0.1066,0.2021,0.230
7.686588,-0.2345,0.1077,0.1810,0.315
7.703492,-0.3201,0.1297,0.2619,0.433
7.720124,-0.1700,0.1886,0.0612,0.261
7.737064,0.0421,0.2031,0.1284,0.244
7.753403,0.1172,0.1321,-0.1048,0.205
7.770790,0.0073,-0.0816,-0.3412,0.351
7.787498,-0.0095,-0.2560,-0.2348,0.348
7.804314,-0.1305,-0.2258,-0.0726,0.271
7.820676,-0.2016,0.1390,-0.1378,0.281
7.836860,0.4556,0.3164,0.0757,0.560
7.853675,0.5879,0.1994,-0.0710,0.625
7.870494,0.2795,0.0595,0.3547,0.456
7.887150,-0.0512,0.1363,0.1918,0.241
7.903807,-0.1686,0.0411,0.2402,0.296
7.920661,-0.0558,0.0735,0.2640,0.280
7.938158,0.0338,0.1541,0.1264,0.202
7.954303,0.5695,0.2113,-0.1063,0.617
7.971230,0.7650,-0.0996,-0.5267,0.934
7.987788,0.4424,-0.6744,-0.5219,0.961
8.004848,0.0094,-0.7219,-0.2695,0.771
8.021356,-0.3027,-0.2150,0.0742,0.379
8.038574,-0.4211,0.3132,0.7478,0.914
8.055066,-0.4313,0.5536,0.6477,0.955
8.071665,-0.0990,0.3060,0.4435,0.548
8.088386,0.4320,-0.1243,-0.0025,0.449
8.105002,0.7376,-0.4856,-0.5408,1.036
8.121640,0.5681,-0.6824,-1.0358,1.364
8.138397,0.2659,-0.5637,-0.9876,1.168
8.154580,0.0180,-0.2804,-0.3398,0.441
8.171693,-0.2263,0.0989,0.1794,0.305
8.189266,-0.2921,0.4551,0.6436,0.841
8.205501,-0.1324,0.4564,0.6162,0.778
8.222393,0.0599,0.0512,0.1529,0.172
8.239042,0.2427,-0.3825,-0.2157,0.502
8.256076,0.2553,-0.5646,-0.4923,0.791
8.272777,0.1719,-0.6552,-0.6373,0.930
8.289500,0.1738,-0.4587,-0.2976,0.574
8.305948,-0.0085,-0.0345,-0.0590,0.069
8.322506,-0.1330,0.0985,0.2061,0.264
8.339156,-0.1559,0.0032,0.3937,0.423
8.358374,0.0349,-0.1230,0.0907,0.157
8.372730,0.2711,-0.2895,-0.4170,0.576
8.390201,0.6088,-0.4154,-0.5480,0.918
8.406486,0.6266,-0.2581,-0.7073,0.979
8.423750,0.1399,-0.0189,-0.8213,0.833
8.439961,-0.2654,0.0666,-0.3562,0.449
8.456638,-0.5090,0.1667,0.1092,0.547
8.473238,-0.5409,0.1667,0.4097,0.699
8.490112,-0.4628,-0.0946,0.2363,0.528
8.507574,-0.1557,-0.2811,-0.0465,0.325
8.523842,0.1786,-0.2956,-0.2688,0.438
8.540132,0.2002,0.1000,-0.6112,0.651
8.556807,0.0908,0.2668,-0.2221,0.359
8.575223,-0.1986,0.2155,-0.0320,0.295
8.590031,-0.5006,0.1133,0.0215,0.514
8.607272,-0.7608,0.1233,-0.5412,0.942
8.623235,-0.7991,-0.0656,-0.3675,0.882
8.640012,-0.6046,-0.0726,-0.1333,0.623
8.656753,-0.5694,0.3016,-0.2173,0.680
8.674012,-0.3525,0.4154,-0.0749,0.550
8.690618,-0.3089,0.4118,-0.1278,0.530
8.708187,-0.1927,0.1761,-0.1981,0.328
8.724325,-0.0788,0.1118,-0.2696,0.302
8.740968,0.0965,-0.0259,-0.1204,0.157
8.757843,0.0777,0.0730,-0.1544,0.188
8.774446,0.1930,0.2679,-0.1212,0.352
8.791155,0.3721,0.2420,-0.2098,0.491
8.808524,0.4437,0.2869,-0.1514,0.550
8.825500,0.5667,0.1872,-0.0398,0.598
8.841924,0.6194,0.0580,-0.0757,0.627
8.858160,0.6077,-0.0662,0.0738,0.616
8.876652,0.3793,-0.1439,0.0654,0.411
8.891287,0.1440,-0.1000,0.3465,0.388
8.909137,0.0580,-0.1034,0.3903,0.408
8.925503,0.0027,-0.1989,0.2014,0.283
8.941637,0.0272,-0.2080,0.0595,0.218
8.958610,0.0269,-0.1396,-0.0308,0.145
8.974975,-0.0885,-0.1342,-0.1272,0.205
8.992044,-0.2394,-0.2250,-0.1373,0.356
9.009153,-0.3333,-0.0620,-0.1638,0.377
9.025293,-0.3200,0.0882,-0.1323,0.357
