time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
20.937019,0.0024,0.0023,-0.0394,0.040
20.953730,0.0114,0.0023,-0.0394,0.041
20.970723,0.0065,0.0071,-0.0538,0.055
20.987284,0.0017,0.0022,-0.0532,0.053
21.004614,0.0113,0.0022,-0.0532,0.054
21.021077,0.0017,0.0022,-0.0442,0.044
21.038135,0.0016,0.0117,-0.0538,0.055
21.054702,-0.0079,0.0118,-0.0538,0.056
21.071109,-0.0031,-0.0026,-0.0484,0.049
21.087887,-0.0031,0.0021,-0.0442,0.044
21.105239,-0.0025,0.0021,-0.0490,0.049
21.121491,-0.0074,0.0021,-0.0490,0.050
21.138287,0.0022,0.0021,-0.0538,0.054
21.154823,-0.0027,0.0068,-0.0538,0.054
21.171794,-0.0026,0.0022,-0.0442,0.044
21.188088,-0.0026,-0.0026,-0.0634,0.063
21.205533,0.0021,-0.0026,-0.0346,0.035
21.222011,-0.0025,0.0021,-0.0538,0.054
21.239000,-0.0025,0.0116,-0.0490,0.050
21.255711,0.0071,-0.0027,-0.0484,0.049
21.271938,0.0022,0.0021,-0.0442,0.044
21.288410,-0.0027,0.0022,-0.0442,0.044
21.305433,0.0117,0.0022,-0.0442,0.046
21.322822,0.0022,-0.0074,-0.0532,0.054
21.338917,0.0022,0.0069,-0.0490,0.050
21.356283,0.0022,0.0069,-0.0490,0.050
21.372624,0.0017,-0.0026,-0.0532,0.053
21.388995,0.0017,0.0070,-0.0490,0.050
21.405388,0.0016,0.0022,-0.0490,0.049
21.422492,0.0016,0.0022,-0.0490,0.049
21.438812,0.0023,0.0021,-0.0442,0.044
21.455727,0.0070,0.0117,-0.0442,0.046
21.472112,0.0024,0.0020,-0.0442,0.044
21.489162,-0.0024,0.0067,-0.0490,0.050
21.506277,0.0022,0.0067,-0.0442,0.045
21.522962,0.0070,-0.0029,-0.0346,0.035
21.540764,0.0070,-0.0029,-0.0346,0.035
21.556894,0.0072,0.0018,-0.0442,0.045
21.573212,0.0073,0.0018,-0.0346,0.035
21.590476,0.0025,0.0016,-0.0490,0.049
21.606595,0.0073,0.0066,-0.0538,0.055
21.623394,0.0024,0.0018,-0.0442,0.044
21.640043,0.0071,0.0019,-0.0442,0.045
21.656963,0.0070,0.0019,-0.0346,0.035
21.673479,0.0070,0.0068,-0.0394,0.041
21.690355,0.0070,0.0020,-0.0346,0.035
21.707316,0.0069,0.0067,-0.0346,0.036
21.723691,0.0068,0.0019,-0.0442,0.045
21.743170,0.0114,0.0114,-0.0394,0.043
21.757247,0.0067,0.0066,-0.0442,0.045
21.774965,0.0065,0.0017,-0.0442,0.045
21.790526,0.0065,0.0018,-0.0442,0.045
21.807396,0.0064,-0.0078,-0.0299,0.032
21.824168,0.0064,-0.0030,-0.0394,0.040
21.841426,0.0154,-0.0030,-0.0484,0.051
21.857801,0.0058,0.0017,-0.0442,0.045
21.874305,0.0058,0.0016,-0.0394,0.040
21.890881,0.0105,0.0016,-0.0442,0.045
21.907540,0.0111,-0.0032,-0.0394,0.041
21.924022,0.0062,0.0015,-0.0442,0.045
21.941066,0.0062,0.0016,-0.0538,0.054
21.957646,0.0063,0.0016,-0.0538,0.054
21.974754,0.0057,0.0064,-0.0490,0.050
21.990967,0.0057,0.0017,-0.0442,0.045
22.008778,0.0104,-0.0031,-0.0436,0.045
22.025184,0.0105,-0.0030,-0.0394,0.041
22.042343,0.0062,-0.0030,-0.0442,0.045
22.058252,0.0014,-0.0076,-0.0394,0.040
22.075330,0.0060,0.0020,-0.0394,0.040
22.091916,-0.0036,0.0020,-0.0394,0.040
22.108539,0.0107,-0.0028,-0.0442,0.046
22.125355,0.0059,0.0068,-0.0442,0.045
22.141882,0.0108,-0.0029,-0.0394,0.041
22.158717,0.0061,0.0019,-0.0442,0.045
22.175874,0.0157,0.0114,-0.0490,0.053
22.192250,0.0110,0.0066,-0.0442,0.046
22.208759,0.0061,0.0065,-0.0538,0.055
22.225561,0.0060,0.0018,-0.0490,0.049
22.242190,0.0060,0.0065,-0.0394,0.040
22.259657,0.0013,0.0066,-0.0394,0.040
22.276104,0.0061,0.0065,-0.0394,0.040
22.292650,0.0014,0.0017,-0.0442,0.044
22.310008,0.0013,0.0017,-0.0490,0.049
22.326178,0.0012,0.0017,-0.0442,0.044
22.342387,-0.0035,0.0111,-0.0394,0.041
22.359753,0.0060,0.0065,-0.0586,0.059
22.376275,0.0012,-0.0029,-0.0490,0.049
22.392770,0.0011,0.0066,-0.0490,0.049
22.409205,0.0011,0.0066,-0.0442,0.045
22.426065,-0.0036,0.0065,-0.0490,0.050
22.442786,0.0058,0.0017,-0.0538,0.054
22.459623,0.0010,0.0018,-0.0442,0.044
22.476174,0.0236,-0.0224,-0.0675,0.075
22.493822,0.0670,0.0145,0.0563,0.089
22.510257,0.0140,0.0038,0.0133,0.020
22.527207,-0.0389,-0.0082,-0.1680,0.173
22.543373,-0.0179,-0.0078,-0.0818,0.084
22.560345,-0.0052,0.0025,-0.0585,0.059
22.577439,-0.0038,-0.0019,-0.0585,0.059
22.593804,-0.0058,0.0037,-0.0729,0.073
22.610268,0.0336,-0.0139,0.0372,0.052
22.627243,-0.0202,-0.0095,-0.0627,0.067
22.646537,-0.0016,0.0002,-0.0538,0.054
